Method Param,Pearson,Spearman,Kendall Tau,NMI,Num Segments
39.0,0.9087124959614894,0.9151610097588609,0.7554836051166764,0.9977407033246305,17.0
40.0,0.8925330639797279,0.9035547954497769,0.7360568838422478,0.9977407033246305,18.0
41.0,0.8882129447884645,0.9035143667996949,0.7398660448764495,0.9977407033246305,18.0
42.0,0.8882129447884645,0.9035143667996949,0.7398660448764495,0.9977407033246305,18.0
43.0,0.9247150312380329,0.9352715689627998,0.7948066805428453,0.9969860890636972,20.0
44.0,0.9247150312380329,0.9352715689627998,0.7948066805428453,0.9969860890636972,20.0
45.0,0.9380324346423176,0.9434887265242538,0.8070342511128733,0.9977407033246305,21.0
46.0,0.9380324346423176,0.9434887265242538,0.8070342511128733,0.9977407033246305,21.0
47.0,0.9534043750148732,0.9541528225069686,0.8271855771860956,0.9969860890636972,22.0
48.0,0.9534043750148732,0.9541528225069686,0.8271855771860956,0.9969860890636972,22.0
49.0,0.9574908771830638,0.957924946339082,0.8368726792141201,0.9977407033246305,23.0
50.0,0.9574908771830638,0.957924946339082,0.8368726792141201,0.9977407033246305,23.0
51.0,0.9578004570096583,0.9587101132801492,0.8380154275243806,0.9977407033246305,24.0
52.0,0.9578004570096583,0.9587101132801492,0.8380154275243806,0.9977407033246305,24.0
53.0,0.9576837216634949,0.9582446740601407,0.8356399187404773,0.9984947472897617,25.0
54.0,0.9576837216634949,0.9582446740601407,0.8356399187404773,0.9984947472897617,25.0
55.0,0.9581571848356976,0.9598698198853717,0.8424059677311347,0.9992482222501221,25.0
56.0,0.9581571848356976,0.9598698198853717,0.8424059677311347,0.9992482222501221,25.0
57.0,0.9579118910372442,0.9589867303596581,0.8415706444896356,0.9977407033246305,26.0
58.0,0.9579118910372442,0.9589867303596581,0.8415706444896356,0.9977407033246305,26.0
59.0,0.9617460079480258,0.9616571490887627,0.8484271343511988,0.9977407033246305,27.0
60.0,0.9617460079480258,0.9616571490887627,0.8484271343511988,0.9977407033246305,27.0
61.0,0.9637532267960414,0.9636498559730704,0.8528711555577674,0.9977407033246305,28.0
62.0,0.9628141284386187,0.9618550366917958,0.8491889665580391,0.9977407033246305,28.0
63.0,0.9649666078113457,0.9637487997745869,0.8545217920059216,0.9977407033246305,29.0
64.0,0.9649666078113457,0.9637487997745869,0.8545217920059216,0.9977407033246305,29.0
65.0,0.9641882634592677,0.964568011894671,0.8590927852469636,0.9977407033246305,30.0
66.0,0.9641882634592677,0.964568011894671,0.8590927852469636,0.9977407033246305,30.0
67.0,0.9626881555294516,0.962462530354871,0.8535060157301344,0.9977407033246305,31.0
68.0,0.9626881555294516,0.962462530354871,0.8535060157301344,0.9977407033246305,31.0
69.0,0.9612868293407323,0.9600559617631442,0.8465225538340979,0.9977407033246305,32.0
70.0,0.9612868293407323,0.9600559617631442,0.8465225538340979,0.9977407033246305,32.0
71.0,0.9592678658778065,0.9575435113583389,0.8431845614098195,0.9969860890636972,33.0
72.0,0.9592678658778065,0.9575435113583389,0.8431845614098195,0.9969860890636972,33.0
73.0,0.9609723253159033,0.9586936006737864,0.8455971066499046,0.9969860890636972,33.0
74.0,0.9609723253159033,0.9586936006737864,0.8455971066499046,0.9969860890636972,33.0
75.0,0.9593595097657835,0.9563838468311995,0.8395022555170575,0.9969860890636972,33.0
76.0,0.9593595097657835,0.9563838468311995,0.8395022555170575,0.9969860890636972,33.0
77.0,0.9591867711326025,0.9559913099726788,0.8400837988826815,0.9984947472897617,33.0
78.0,0.9591867711326025,0.9559913099726788,0.8400837988826815,0.9984947472897617,33.0
79.0,0.9581801675676106,0.9540049386819482,0.8328995001231398,0.9969860890636972,34.0
80.0,0.9581801675676106,0.9540049386819482,0.8328995001231398,0.9969860890636972,34.0
81.0,0.9827475268935505,0.980546903883683,0.8786464785558658,0.9977407033246305,36.0
82.0,0.9827475268935505,0.980546903883683,0.8786464785558658,0.9977407033246305,36.0
83.0,0.9827084689583827,0.9802447529199119,0.878392534486919,0.9977407033246305,35.0
84.0,0.9827084689583827,0.9802447529199119,0.878392534486919,0.9977407033246305,35.0
85.0,0.9683675180521312,0.9789175116796525,0.8737857931393226,0.9969860890636972,35.0
86.0,0.9683675180521312,0.9789175116796525,0.8737857931393226,0.9969860890636972,35.0
87.0,0.9698515003520584,0.9796117253725742,0.8764879539698182,0.9977407033246305,35.0
88.0,0.9698515003520584,0.9796117253725742,0.8764879539698182,0.9977407033246305,35.0
89.0,0.9690812697460913,0.9789483875360666,0.8738572879634331,0.9984947472897617,34.0
90.0,0.9690812697460913,0.9789483875360666,0.8738572879634331,0.9984947472897617,34.0
91.0,0.9688644689662927,0.9789079364679606,0.8737857931393226,0.9969860890636972,34.0
92.0,0.9688644689662927,0.9789079364679606,0.8737857931393226,0.9969860890636972,34.0
93.0,0.9683744577112704,0.977748271940821,0.8708653436381667,0.9969860890636972,34.0
94.0,0.9683744577112704,0.977748271940821,0.8708653436381667,0.9969860890636972,34.0
95.0,0.9705554829887549,0.9803681458083939,0.878829247501446,0.9962309032110402,35.0
96.0,0.9705554829887549,0.9803681458083939,0.878829247501446,0.9962309032110402,35.0
97.0,0.9715802429660824,0.980508060732931,0.880896452794311,0.9969860890636972,36.0
98.0,0.9715802429660824,0.980508060732931,0.880896452794311,0.9969860890636972,36.0
99.0,0.971376957068308,0.9801192113222885,0.8800431709350731,0.9977407033246305,37.0
100.0,0.971376957068308,0.9801192113222885,0.8800431709350731,0.9977407033246305,37.0
