Method Param,Pearson,Spearman,Kendall Tau,NMI,Num Segments
7.0,0.9082772193660624,0.9076977663727833,0.7918743060646704,0.9992482222501221,3.0
8.0,0.8823104659522696,0.8870461955352115,0.7615299162699843,0.9992482222501221,3.0
9.0,0.8809412361616082,0.8849300771283323,0.7619108081920934,0.9992482222501221,4.0
10.0,0.9467084055372282,0.9422174133459357,0.8057133792346316,0.9992482222501221,4.0
11.0,0.9454662186680329,0.9442750166636351,0.8192985244565204,0.9992482222501221,4.0
12.0,0.9249988297905262,0.9232563966303,0.7785430887908543,0.9992482222501221,5.0
13.0,0.9306882893011723,0.9315729866687987,0.7975876848963057,0.9992482222501221,6.0
14.0,0.8515623374724727,0.8436397023817366,0.7070623714083933,0.9992482222501221,5.0
15.0,0.9484524712923266,0.9483742646383487,0.8286938585352098,0.9992482222501221,6.0
16.0,0.8717632896974827,0.8709566738322285,0.7148071738246102,0.9992482222501221,6.0
17.0,0.9445070959912512,0.9444388589133381,0.8175210288200115,0.9992482222501221,7.0
18.0,0.8366892893313398,0.8370743093757784,0.6807808287828703,0.9992482222501221,7.0
19.0,0.9304185938583783,0.9320240848108382,0.7884462787656891,0.9992482222501221,8.0
20.0,0.8925029354136063,0.8987236795140475,0.7314394544233711,0.9992482222501221,8.0
21.0,0.9421505915061495,0.9424844549347374,0.8172671008719389,0.9992482222501221,9.0
22.0,0.8863869310251915,0.8763879380188137,0.721790192396609,0.9992482222501221,9.0
23.0,0.9484050481090319,0.9483200051920184,0.8215838759891745,0.9992482222501221,10.0
24.0,0.85632846802726,0.8605037510833157,0.689922234913487,0.9992482222501221,10.0
25.0,0.9383672098651379,0.9369063710698469,0.796191081181906,0.9992482222501221,11.0
26.0,0.9327739101782256,0.9328432960593536,0.7862878912070712,0.9992482222501221,12.0
27.0,0.9222463911964535,0.9232383101481898,0.7809554042975448,0.9992482222501221,12.0
28.0,0.923880462424134,0.9244064841103583,0.7767655931543455,0.9992482222501221,13.0
29.0,0.947272712739654,0.9458581158036231,0.815108713313321,0.9992482222501221,13.0
30.0,0.9284589150107235,0.9308495273843954,0.7827328999340536,0.9992482222501221,14.0
31.0,0.948799639756531,0.9480582831567784,0.8158704971575391,0.9992482222501221,14.0
32.0,0.9183036209919335,0.9197358306891992,0.7570072695303572,0.9977407033246305,14.0
33.0,0.9439263667994731,0.9423572869411273,0.8070721178263077,0.9984947472897617,15.0
34.0,0.935135361613364,0.9354668312184975,0.7836713967697694,0.9977407033246305,16.0
35.0,0.6523285104864597,0.8675430458503204,0.7105764347384459,0.9984947472897617,15.0
36.0,0.903786422251915,0.9119549582521214,0.757808532249873,0.9984947472897617,16.0
37.0,0.9201150171447919,0.9292690503953495,0.7876460132046723,0.9984947472897617,16.0
38.0,0.9201150171447919,0.9292690503953495,0.7876460132046723,0.9984947472897617,16.0
