Method Param,Pearson,Spearman,Kendall Tau,NMI,Num Segments
33.0,0.9687666306748595,0.9262457954131246,0.7950466794590885,0.8860429780199889,16.0
34.0,0.9505391463093024,0.9140742396068015,0.7761212210475056,0.8860429780199889,17.0
35.0,0.96908349563219,0.9283282937883011,0.7982994926235792,0.8860429780199889,17.0
36.0,0.9526139089235471,0.9154857981277411,0.7786531146647672,0.8856256670454589,18.0
37.0,0.9704314148341424,0.929134598392413,0.7994708190823577,0.8856256670454589,18.0
38.0,0.9530090091079366,0.9158675621264049,0.780663915659648,0.8856256670454589,19.0
39.0,0.971563362404925,0.9301694573690481,0.802487020574679,0.8856256670454589,19.0
40.0,0.9533193513609929,0.9167285648371604,0.7822128529737339,0.8860429780199889,20.0
41.0,0.9712791673435629,0.93068376165939,0.8040362722045904,0.8860429780199889,20.0
42.0,0.9530265944259625,0.9177703055664579,0.7840166857285878,0.8849791115346923,21.0
43.0,0.9706707542351415,0.9311617160711543,0.8035515622778513,0.8856256670454589,21.0
44.0,0.9542474394107786,0.9157438429461445,0.7808821566791694,0.8849791115346923,22.0
45.0,0.9722065758372797,0.9287397266169712,0.800239654756871,0.8856256670454589,22.0
46.0,0.9722065758372797,0.9287397266169712,0.800239654756871,0.8856256670454589,22.0
47.0,0.9764412975481114,0.9342390943642455,0.8105302245542028,0.8856256670454589,23.0
48.0,0.9764412975481114,0.9342390943642455,0.8105302245542028,0.8856256670454589,23.0
49.0,0.9783329734496675,0.9379833308009249,0.8154980858356732,0.8856256670454589,24.0
50.0,0.9783329734496675,0.9379833308009249,0.8154980858356732,0.8856256670454589,24.0
51.0,0.9784832493300079,0.9391725338491229,0.816976615978968,0.8856256670454589,25.0
52.0,0.9784832493300079,0.9391725338491229,0.816976615978968,0.8856256670454589,25.0
53.0,0.9735826541687641,0.9340660717107738,0.810175377319812,0.8856256670454589,25.0
54.0,0.9735826541687641,0.9340660717107738,0.810175377319812,0.8856256670454589,25.0
55.0,0.9732343130649592,0.9316666931715327,0.8084011411478582,0.8856256670454589,25.0
56.0,0.9732343130649592,0.9316666931715327,0.8084011411478582,0.8856256670454589,25.0
57.0,0.9743653165377504,0.9383110252203789,0.8194014054139714,0.8856256670454589,26.0
58.0,0.9743653165377504,0.9383110252203789,0.8194014054139714,0.8856256670454589,26.0
59.0,0.9743653165377504,0.9383110252203789,0.8194014054139714,0.8856256670454589,26.0
60.0,0.9743653165377504,0.9383110252203789,0.8194014054139714,0.8856256670454589,26.0
61.0,0.9744471089866072,0.9384879802068838,0.8198153938540941,0.8856256670454589,27.0
62.0,0.9744471089866072,0.9384879802068838,0.8198153938540941,0.8856256670454589,27.0
63.0,0.9754792862392513,0.9377010111017235,0.8180529398406688,0.8860429780199889,28.0
64.0,0.9754792862392513,0.9377010111017235,0.8180529398406688,0.8860429780199889,28.0
65.0,0.9747421327823528,0.9374249395101756,0.8180411576821403,0.8856256670454589,29.0
66.0,0.9747421327823528,0.9374249395101756,0.8180411576821403,0.8856256670454589,29.0
67.0,0.9760265941266815,0.9368766956551844,0.8175502323516113,0.8849791115346923,30.0
68.0,0.9760265941266815,0.9368766956551844,0.8175502323516113,0.8849791115346923,30.0
69.0,0.9756546190385457,0.9335234097521582,0.8093474004395669,0.8856256670454589,29.0
70.0,0.9756546190385457,0.9335234097521582,0.8093474004395669,0.8856256670454589,29.0
71.0,0.9758181885988814,0.9329371644357554,0.8094065416452988,0.8856256670454589,30.0
72.0,0.9758181885988814,0.9329371644357554,0.8094065416452988,0.8856256670454589,30.0
73.0,0.9733786330805752,0.9386046394202094,0.8176863104477495,0.8856256670454589,31.0
74.0,0.9733786330805752,0.9386046394202094,0.8176863104477495,0.8856256670454589,31.0
75.0,0.9730827098644477,0.938672144470617,0.8180411576821403,0.8856256670454589,32.0
76.0,0.9730827098644477,0.938672144470617,0.8180411576821403,0.8856256670454589,32.0
77.0,0.9726033928134448,0.9375779728040606,0.8163260627159183,0.8856256670454589,33.0
78.0,0.9726033928134448,0.9375779728040606,0.8163260627159183,0.8856256670454589,33.0
79.0,0.9720352721823443,0.9370421924282536,0.8149658149840872,0.8856256670454589,34.0
80.0,0.9720352721823443,0.9370421924282536,0.8149658149840872,0.8856256670454589,34.0
81.0,0.9724681105299964,0.9409542084076935,0.8221219008776339,0.8856256670454589,35.0
82.0,0.9724681105299964,0.9409542084076935,0.8221219008776339,0.8856256670454589,35.0
83.0,0.9726472685024933,0.938948063171797,0.8192239817967761,0.8856256670454589,36.0
84.0,0.9726472685024933,0.938948063171797,0.8192239817967761,0.8856256670454589,36.0
85.0,0.9724937552256575,0.9392167725957492,0.8198745350598258,0.8856256670454589,36.0
86.0,0.9724937552256575,0.9392167725957492,0.8198745350598258,0.8856256670454589,36.0
87.0,0.9697829611528935,0.938331997663224,0.8170357571846998,0.8856256670454589,37.0
88.0,0.9697829611528935,0.938331997663224,0.8170357571846998,0.8856256670454589,37.0
89.0,0.9708201817003383,0.9395562640143034,0.8200519586770212,0.8856256670454589,36.0
90.0,0.9708201817003383,0.9395562640143034,0.8200519586770212,0.8856256670454589,36.0
91.0,0.9678508221052013,0.9383336361353213,0.8174497456248223,0.8856256670454589,37.0
92.0,0.9678508221052013,0.9383336361353213,0.8174497456248223,0.8856256670454589,37.0
93.0,0.9676595092439897,0.9383246136836214,0.8174910902940751,0.8849791115346923,38.0
94.0,0.9676595092439897,0.9383246136836214,0.8174910902940751,0.8849791115346923,38.0
95.0,0.968048017080841,0.9388037030029776,0.8191470679050885,0.8849791115346923,38.0
96.0,0.968048017080841,0.9388037030029776,0.8191470679050885,0.8849791115346923,38.0
97.0,0.9676168278229713,0.9365901268386474,0.8143565612446566,0.8849791115346923,39.0
98.0,0.9676168278229713,0.9365901268386474,0.8143565612446566,0.8849791115346923,39.0
99.0,0.9627470979808169,0.9330067877776632,0.8082649293184284,0.8849791115346923,39.0
100.0,0.9627470979808169,0.9330067877776632,0.8082649293184284,0.8849791115346923,39.0
