Method Param,Pearson,Spearman,Kendall Tau,NMI,Num Segments
6.0,0.9081597941337551,0.9141117754269711,0.7719701584170747,0.8856256670454589,3.0
7.0,0.6977392553597387,0.7170773133698639,0.5467013057846808,0.8856256670454588,3.0
8.0,0.8706042033448729,0.9021525675890033,0.7722658644457336,0.8856256670454589,3.0
9.0,0.8660692092547225,0.8763702260552141,0.7224689692195652,0.8856256670454589,4.0
10.0,0.8706042033448729,0.9021525675890033,0.7722658644457336,0.8856256670454589,3.0
11.0,0.9257612723336014,0.9293446505152828,0.79261043921747,0.8856256670454589,5.0
12.0,0.9422290233132435,0.9219420335798207,0.7872877307016086,0.8856256670454589,5.0
13.0,0.9454822832478275,0.9129251939341289,0.7754594895552503,0.8856256670454589,6.0
14.0,0.9454822832478275,0.9129251939341289,0.7754594895552503,0.8856256670454589,6.0
15.0,0.941122330185323,0.9195669044276192,0.7850403648838006,0.8856256670454589,7.0
16.0,0.9445522841921206,0.9014149274508128,0.7619752946484019,0.8856256670454588,7.0
17.0,0.9482282744259046,0.920038129002794,0.7837392583577012,0.8856256670454589,8.0
18.0,0.9409012881409536,0.9038552677924854,0.760555905710839,0.8856256670454588,8.0
19.0,0.9562876087086333,0.925985782715881,0.7950943698582051,0.8856256670454589,9.0
20.0,0.9398209096851979,0.9096144972143866,0.7657603318152366,0.8856256670454589,10.0
21.0,0.9498559100683852,0.9219911877427387,0.7840349643863601,0.8856256670454589,10.0
22.0,0.9358333934226412,0.9051693224144953,0.7566525861325407,0.8856256670454589,11.0
23.0,0.9541649982919522,0.9147688027379761,0.7780025614017173,0.8856256670454589,11.0
24.0,0.9396471068411675,0.8891748854953729,0.7471308520097222,0.8856256670454589,12.0
25.0,0.9566086925474258,0.9161234914679984,0.7782391262246445,0.8856256670454588,12.0
26.0,0.9354310228822387,0.8863236163517051,0.741808143493861,0.8856256670454589,13.0
27.0,0.9667419920106809,0.9238056317432545,0.7946803814180826,0.8856256670454589,13.0
28.0,0.9493441682459832,0.912427753805398,0.7720884408285382,0.8856256670454588,14.0
29.0,0.9684158201877804,0.9279563605615779,0.8003103225798099,0.8860429780199889,14.0
30.0,0.9682358162132123,0.9277371329592187,0.7996006178893755,0.8860429780199889,14.0
31.0,0.9692202287358167,0.9254236099806591,0.796998367357783,0.8860429780199888,15.0
32.0,0.950002144175157,0.9114730008810499,0.7716855667322909,0.8860429780199889,16.0
